, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
BUS3046,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.00012330501839363496,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3047,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3048,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3049,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0001233054745079345,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3050,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3051,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3052,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3031,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3032,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3033,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3034,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3068,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3069,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3070,100.0,0.0,0.00012350970106093332,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3071,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3072,100.0,0.0,0.0,0.0,100.0,0.0,0.00012318456742887673,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3073,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3074,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3075,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3076,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3077,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3078,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3079,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3080,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3081,100.0,0.0,0.00012354357567498993,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.00012354357567498993,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
BUS3082,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3083,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3084,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3085,100.0,0.0,0.00012357991233510768,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3086,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3087,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3088,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3089,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3090,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3091,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3092,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3093,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3094,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3095,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3096,100.0,0.0,0.00012357594173281628,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3097,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3098,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3099,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3100,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3101,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3102,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3103,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3104,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3105,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3106,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3107,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3108,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3109,100.0,0.0,0.0001236242169865705,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3110,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3111,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3112,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3113,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3114,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3115,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3116,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3117,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3118,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.00012344596955351172,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3119,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3120,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3121,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3122,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3123,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3124,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3125,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3126,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3127,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3128,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3129,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3130,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3131,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3132,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3133,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3134,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3135,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3136,100.0,0.0,0.00012368537901911043,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3137,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3138,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3139,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3140,100.0,0.0,0.00012348301119878276,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3141,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3142,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3143,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3148,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3149,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3150,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3151,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3152,100.0,0.0,0.0001234964309446092,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3153,100.0,0.0,0.0001234976510661402,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3154,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3155,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3156,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3144,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3145,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3146,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3147,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3157,100.0,0.0,0.00012349887122301278,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3158,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3159,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3160,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3161,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS3162,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1003_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1004_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1005_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1006_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1007_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1008_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1009_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1010_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1011_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1012_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1013_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1014_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1015_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1016_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS1017_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2002_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2003_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0008205666833554406,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2005_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2008_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2009_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2010_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2011_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2014_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2015_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2016_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2017_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2018_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2020_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2022_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2023_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2024_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2025_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2028_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2029_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2030_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2031_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2032_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2034_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2035_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2037_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2040_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2041_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2042_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2043_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2045_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2046_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2047_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T_BUS2048_L,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
